id,estatus,tipo_poblacion,codigo_postal,colonia,alcaldia,estado_civil,dependientes_ecconomicos,num_dependientes_economicos,ult_grado_estudios,estatus_estudios,profesion,tiempo_buscando_empleo
19249,APROBADO,POBLACION GENERAL,09060,ESCUADRON 201,IZTAPALAPA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19250,APROBADO,POBLACION GENERAL,09440,SAN ANDRES TETEPILCO,IZTAPALAPA,SOLTER0-A,NO,0,SECUNDARIA,TRUNCO,SIN DATO,0 A 3 MESES
19251,APROBADO,POBLACION GENERAL,09290,SANTA CRUZ MEYEHUALCO,IZTAPALAPA,CASADO-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
19252,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19253,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,SOLTER0-A,NO,0,BACHILLERATO,SIN DATO,SIN DATO,SIN DATO
19254,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19255,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19256,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
19257,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19258,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,SI,3,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19259,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
19260,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,CASADO-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19261,APROBADO,POB. PRIOR. MCDO. CORPUS CHRISTI,01530,CORPUS CHRISTY,ALVARO OBREGON,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
19262,APROBADO,POB. PRIOR. MCDO. BRAMADERO,08000,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,CASADO-A,SI,3,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19263,APROBADO,POB. PRIOR. MCDO. BRAMADERO,08000,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19264,APROBADO,POB. PRIOR. MCDO. BRAMADERO,08000,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,CASADO-A,SI,6,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19265,APROBADO,POB. PRIOR. MCDO. BRAMADERO,08000,GABRIEL RAMOS MILLAN SECCION BRAMADERO,IZTACALCO,SOLTER0-A,SI,SIN DATO,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19266,NO APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,SIN DATO,0 A 3 MESES
19267,NO APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,NO,0,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
19268,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19269,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19270,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19271,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,0 A 3 MESES
19272,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,SIN DATO,0 A 3 MESES
19273,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,2,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19274,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,CASADO-A,SI,5,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19275,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,4,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19276,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,CASADO-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19277,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,SOLTER0-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19278,APROBADO,POB. PRIOR. MCDO. SAN LORENZO TEZONCO,09900,SAN LORENZO,IZTAPALAPA,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19279,APROBADO,POB. PRIOR. MCDO. PLUTARCO E. CALLES (EL CHORRITO),11850,SAN MIGUEL CHAPULTEPEC I SECCION,MIGUEL HIDALGO,CASADO-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19280,APROBADO,POB. PRIOR. MCDO. SAN FRANCISCO TLALTENCO,13450,GUADALUPE TLALTENCO,TLAHUAC,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
19281,APROBADO,POB. PRIOR. MCDO. MERCED NAVE MAYOR,15100,ZONA CENTRO,VENUSTIANO CARRANZA,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19282,APROBADO,POB. PRIOR. MCDO. MERCED NAVE MAYOR,15100,ZONA CENTRO,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,SECUNDARIA,SIN DATO,SIN DATO,SIN DATO
19283,APROBADO,POB. PRIOR. MCDO. SANTA JUANITA,15100,ZONA CENTRO,VENUSTIANO CARRANZA,CASADO-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19284,APROBADO,POB. PRIOR. MCDO. SANTA JUANITA,15100,ZONA CENTRO,VENUSTIANO CARRANZA,SOLTER0-A,SI,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19285,APROBADO,POB. PRIOR. MCDO. SANTA JUANITA,15100,ZONA CENTRO,VENUSTIANO CARRANZA,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19286,APROBADO,POB. PRIOR. MCDO. SANTA JUANITA,15100,ZONA CENTRO,VENUSTIANO CARRANZA,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19287,APROBADO,POBLACION GENERAL,12200,PANCHIMALCO,MILPA ALTA,SOLTER0-A,SI,5,TECNICA/COMERCIAL,TRUNCO,CONSTRUCCION,0 A 3 MESES
19288,APROBADO,POBLACION GENERAL,12600,SAN JERONIMO MIACATLAN,MILPA ALTA,SOLTER0-A,SI,1,POSGRADO,CONCLUIDO,ADMINISTRACION DE PROYECTO,3 A 6 MESES
19289,APROBADO,POBLACION GENERAL,12080,SAN AGUSTIN OHTENCO,MILPA ALTA,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,LICENCIATURA EN CIENCIAS POLITICAS,0 A 3 MESES
19290,APROBADO,POBLACION GENERAL,12100,XALTIPAC,MILPA ALTA,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,0 A 3 MESES
19291,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,LIC EN DERECHO,SIN DATO
19292,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,3,TECNICA/COMERCIAL,TRUNCO,SIN DATO,SIN DATO
19293,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,4,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
19294,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,1,SECUNDARIA,SIN DATO,SIN DATO,SIN DATO
19295,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,3,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19296,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,4,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
19297,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,7,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19298,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,3,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
19299,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19300,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,4,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19301,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19302,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,SIN DATO,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
19303,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,SIN DATO,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19304,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19305,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
19306,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19307,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
19308,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19309,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,4,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19310,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,NO,0,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19311,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19312,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,1,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19313,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,SIN DATO,SIN DATO
19314,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,NO,0,NINGUNO,SIN DATO,SIN DATO,SIN DATO
19315,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,NO,0,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
19316,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19317,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,5,PRIMARIA,CONCLUIDO,SIN DATO,SIN DATO
19318,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,2,NINGUNO,SIN DATO,SIN DATO,SIN DATO
19319,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,SIN DATO
19320,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,6,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19321,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19322,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,NINGUNO,SIN DATO,SIN DATO,SIN DATO
19323,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19324,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,2,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19325,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,NO,0,PRIMARIA,TRUNCO,SIN DATO,SIN DATO
19326,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,1,SECUNDARIA,TRUNCO,SIN DATO,SIN DATO
19327,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,SIN DATO
19328,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,4,SECUNDARIA,CONCLUIDO,SIN DATO,SIN DATO
19329,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,SIN DATO,SIN DATO
19330,APROBADO,POB. PRIOR. MCDO. AZCAPOTZALCO,02000,CENTRO DE AZCAPOTZALCO,AZCAPOTZALCO,CASADO-A,SI,2,LICENCIATURA,CONCLUIDO,SIN DATO,SIN DATO
19331,APROBADO,POBLACION GENERAL,10360,HUAYATLA,LA MAGDALENA CONTRERAS,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,LIC CONTABILIDAD,6 MESES A 1 AÑO
19332,APROBADO,POBLACION GENERAL,10500,BARRIO SAN FRANCISCO,LA MAGDALENA CONTRERAS,SOLTER0-A,SI,1,PRIMARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19333,NO APROBADO,POBLACION GENERAL,10330,LAS CRUCES,LA MAGDALENA CONTRERAS,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19334,APROBADO,POBLACION GENERAL,10580,BARRANCA SECA,LA MAGDALENA CONTRERAS,CASADO-A,SI,3,LICENCIATURA,CONCLUIDO,LIC EN CONTADURIA,0 A 3 MESES
19335,APROBADO,POB. PRIOR. DESPEDIDAS POR EMBARAZO,15300,20 DE NOVIEMBRE,VENUSTIANO CARRANZA,SOLTER0-A,SI,1,LICENCIATURA,CONCLUIDO,LICENCIADA EN DERECHO,0 A 3 MESES
19336,APROBADO,POBLACION GENERAL,11850,SAN MIGUEL CHAPULTEPEC I SECCION,MIGUEL HIDALGO,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,RELACIONES COMERCIALES,3 A 6 MESES
19337,APROBADO,POBLACION GENERAL,11850,SAN MIGUEL CHAPULTEPEC II SECCION,MIGUEL HIDALGO,CASADO-A,SI,2,LICENCIATURA,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19338,APROBADO,POBLACION GENERAL,11320,ANAHUAC I SECCION,MIGUEL HIDALGO,SOLTER0-A,SI,2,BACHILLERATO,CONCLUIDO,TECNICO EN COMERCIO EXTERIOR,3 A 6 MESES
19339,APROBADO,POBLACION GENERAL,04318,BARRIO OXTOPULCO UNIVERSIDAD,COYOACAN,CASADO-A,SI,2,LICENCIATURA,CONCLUIDO,ADMINISTRACION DE EMPRESAS,0 A 3 MESES
19340,APROBADO,POBLACION GENERAL,11870,TACUBAYA,MIGUEL HIDALGO,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,LICENCIATURA EN INFORMATICA,3 A 6 MESES
19341,APROBADO,POBLACION GENERAL,11490,PENSIL SUR,MIGUEL HIDALGO,CASADO-A,SI,3,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19342,APROBADO,POBLACION GENERAL,11590,ANZURES,MIGUEL HIDALGO,SOLTER0-A,NO,0,LICENCIATURA,CONCLUIDO,ADMINISTRACION DE EMPRESAS,0 A 3 MESES
19343,APROBADO,POBLACION GENERAL,11800,ESCANDON I SECCION,MIGUEL HIDALGO,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,SECRETARIA COMERCIAL,0 A 3 MESES
19344,APROBADO,POBLACION GENERAL,11400,POPOTLA,MIGUEL HIDALGO,CASADO-A,SI,2,TECNICA/COMERCIAL,CONCLUIDO,TECNICA EN COMPUTACION,3 A 6 MESES
19345,APROBADO,POBLACION GENERAL,11480,FRANCISCO I MADERO,MIGUEL HIDALGO,CASADO-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19346,APROBADO,POBLACION GENERAL,01140,JOSE MARIA PINO SUAREZ,ALVARO OBREGON,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19347,APROBADO,POBLACION GENERAL,11860,OBSERVATORIO,MIGUEL HIDALGO,SOLTER0-A,SI,1,TECNICA/COMERCIAL,CONCLUIDO,MECANICO AUTOMOTRIZ,3 A 6 MESES
19348,APROBADO,POBLACION GENERAL,11400,POPOTLA,MIGUEL HIDALGO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19349,APROBADO,POBLACION GENERAL,11320,ANAHUAC I SECCION,MIGUEL HIDALGO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19350,NO APROBADO,POBLACION GENERAL,11370,TLAXPANA,MIGUEL HIDALGO,SOLTER0-A,SI,1,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19351,APROBADO,POBLACION GENERAL,11860,OBSERVATORIO,MIGUEL HIDALGO,SOLTER0-A,SI,1,LICENCIATURA,TRUNCO,RECURSOS HUMANOS,0 A 3 MESES
19352,APROBADO,POBLACION GENERAL,11800,ESCANDON I SECCION,MIGUEL HIDALGO,CASADO-A,NO,0,TECNICA/COMERCIAL,TRUNCO,SECRETARIA,0 A 3 MESES
19353,APROBADO,POBLACION GENERAL,06170,HIPODROMO CONDESA,CUAUHTEMOC,SOLTER0-A,NO,0,POSGRADO,CONCLUIDO,"ECONOMISTA , ADMINISTRADOR",3 A 6 MESES
19354,APROBADO,POBLACION GENERAL,11850,SAN MIGUEL CHAPULTEPEC II SECCION,MIGUEL HIDALGO,CASADO-A,SI,1,LICENCIATURA,CONCLUIDO,CIENCIAS DE LA COMUNICACION,0 A 3 MESES
19355,APROBADO,POBLACION GENERAL,11430,PENSIL NORTE,MIGUEL HIDALGO,CASADO-A,SI,1,PRIMARIA,TRUNCO,SIN DATO,0 A 3 MESES
19356,APROBADO,POBLACION GENERAL,11430,PENSIL NORTE,MIGUEL HIDALGO,SOLTER0-A,NO,0,BACHILLERATO,TRUNCO,SIN DATO,MAS DE 1 AÑO
19357,APROBADO,POBLACION GENERAL,11440,REFORMA PENSIL,MIGUEL HIDALGO,CASADO-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19358,APROBADO,POBLACION GENERAL,11840,AMPLIACION DANIEL GARZA,MIGUEL HIDALGO,SOLTER0-A,NO,0,TECNICA/COMERCIAL,CONCLUIDO,TURISMO,0 A 3 MESES
19359,APROBADO,POBLACION GENERAL,11520,GRANADA,MIGUEL HIDALGO,SOLTER0-A,SI,2,SECUNDARIA,CONCLUIDO,AUXILIAR DE PRODUCCION,3 A 6 MESES
19360,APROBADO,POBLACION GENERAL,01296,AMPLIACION JALALPA,ALVARO OBREGON,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SIN DATO,3 A 6 MESES
19361,APROBADO,POBLACION GENERAL,11830,DANIEL GARZA,MIGUEL HIDALGO,CASADO-A,SI,4,LICENCIATURA,TRUNCO,ADMINISTRATIVA,3 A 6 MESES
19362,APROBADO,POBLACION GENERAL,11450,AHUEHUETES ANAHUAC,MIGUEL HIDALGO,SOLTER0-A,SI,1,TECNICA/COMERCIAL,TRUNCO,PUERICULTISTA,3 A 6 MESES
19363,APROBADO,POBLACION GENERAL,11370,TLAXPANA,MIGUEL HIDALGO,SOLTER0-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,6 MESES A 1 AÑO
19364,APROBADO,POBLACION GENERAL,08510,EL RODEO,IZTACALCO,SOLTER0-A,NO,0,PRIMARIA,CONCLUIDO,SIN DATO,0 A 3 MESES
19365,APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
19366,APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,CASADO-A,SI,3,SECUNDARIA,TRUNCO,SIN DATO,6 MESES A 1 AÑO
19367,APROBADO,POBLACION GENERAL,11410,LEGARIA,MIGUEL HIDALGO,SOLTER0-A,SI,2,LICENCIATURA,TRUNCO,MERCADOTECNIA Y PUBLICIDAD,0 A 3 MESES
19368,APROBADO,POBLACION GENERAL,11800,ESCANDON I SECCION,MIGUEL HIDALGO,SOLTER0-A,NO,0,LICENCIATURA,TRUNCO,LIC. EN PERIODISMO ECONOMICO,6 MESES A 1 AÑO
19369,NO APROBADO,POBLACION GENERAL,03100,DEL VALLE CENTRO,BENITO JUAREZ,SOLTER0-A,SI,1,BACHILLERATO,CONCLUIDO,SERVICIO AL CLIENTE,MAS DE 1 AÑO
19370,APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,SOLTER0-A,SI,1,SECUNDARIA,CONCLUIDO,SIN DATO,3 A 6 MESES
19371,APROBADO,POBLACION GENERAL,11300,VERONICA ANZURES,MIGUEL HIDALGO,CASADO-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,ECONOMISTA,6 MESES A 1 AÑO
19372,APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,CASADO-A,SI,1,LICENCIATURA,CONCLUIDO,CONTADOR PUBLICO,6 MESES A 1 AÑO
19373,APROBADO,POBLACION GENERAL,11870,TACUBAYA,MIGUEL HIDALGO,CASADO-A,NO,SIN DATO,BACHILLERATO,TRUNCO,SIN DATO,0 A 3 MESES
19374,APROBADO,POBLACION GENERAL,11230,ARGENTINA PONIENTE,MIGUEL HIDALGO,SOLTER0-A,NO,SIN DATO,LICENCIATURA,CONCLUIDO,MECANICA AUTOMOTRIZ,0 A 3 MESES
19375,APROBADO,POBLACION GENERAL,11360,AGRICULTURA,MIGUEL HIDALGO,SOLTER0-A,NO,SIN DATO,LICENCIATURA,TRUNCO,CIENCIAS DE LA COMUNICACION,0 A 3 MESES
19376,NO APROBADO,POBLACION GENERAL,11430,PENSIL NORTE,MIGUEL HIDALGO,SOLTER0-A,NO,SIN DATO,SECUNDARIA,CONCLUIDO,SIN DATO,MAS DE 1 AÑO
